,id,username,date,like
3179,1331252915005112320,radioelshinta,2020-11-24,@Brigade01Arwan1
3180,1330887956349870082,radioelshinta,2020-11-23,@Femmiestevanie1
3181,1330865371830620160,radioelshinta,2020-11-23,@AlpinisF
3185,1330053793086627842,radioelshinta,2020-11-21,@dharmawiguna
3192,1329219223348867072,radioelshinta,2020-11-19,@bagaas_hermawan
3199,1328920495740239873,radioelshinta,2020-11-18,@TombolSi
3200,1328882566456229888,radioelshinta,2020-11-18,@JawaraRobi
3207,1327094801045438464,radioelshinta,2020-11-13,@OjolRiego
3225,1324700691927977985,radioelshinta,2020-11-06,@ichaelza
3278,1319027852780556288,radioelshinta,2020-10-22,
3279,1318884991963664386,radioelshinta,2020-10-21,
3281,1318860781610414086,radioelshinta,2020-10-21,
3282,1318851514237030400,radioelshinta,2020-10-21,
3284,1318623318002462720,radioelshinta,2020-10-21,
3285,1318573362172489730,radioelshinta,2020-10-20,
3286,1318548615753859072,radioelshinta,2020-10-20,@GarutYudi
3287,1318528436051214339,radioelshinta,2020-10-20,
3288,1318518576718950400,radioelshinta,2020-10-20,@AnakBabeGw
3289,1318515754296201216,radioelshinta,2020-10-20,
3290,1318497408108564483,radioelshinta,2020-10-20,
3291,1318368877227593728,radioelshinta,2020-10-20,
3292,1318237713468829696,radioelshinta,2020-10-20,
3294,1318146540586766336,radioelshinta,2020-10-19,
3295,1318124293901840385,radioelshinta,2020-10-19,
3297,1318081426173014016,radioelshinta,2020-10-19,@bagaas_hermawan
3299,1318071423412285440,radioelshinta,2020-10-19,
3300,1318045826267033600,radioelshinta,2020-10-19,
3301,1318040426335653888,radioelshinta,2020-10-19,
3302,1317834865547517952,radioelshinta,2020-10-18,
3303,1317758396607520769,radioelshinta,2020-10-18,@_24081984_
3304,1317314036598407168,radioelshinta,2020-10-17,
3306,1317132883165732866,radioelshinta,2020-10-16,
3308,1317081773105311748,radioelshinta,2020-10-16,
3311,1316716882389467137,radioelshinta,2020-10-15,
3312,1316679070034268160,radioelshinta,2020-10-15,
3313,1316611007368712194,radioelshinta,2020-10-15,
3314,1316609110436012033,radioelshinta,2020-10-15,@TombolSi
3315,1316265811934212098,radioelshinta,2020-10-14,
3316,1316246366180450304,radioelshinta,2020-10-14,
3317,1315987728463351808,radioelshinta,2020-10-13,@Amin19401335
3318,1315948076071227392,radioelshinta,2020-10-13,
3319,1315849777888649216,radioelshinta,2020-10-13,
3320,1315697793512599554,radioelshinta,2020-10-12,@Ismu2872
3321,1315675844753289217,radioelshinta,2020-10-12,@evereeze
3322,1315649754240413704,radioelshinta,2020-10-12,@l3na_l3na
3323,1315643104708288522,radioelshinta,2020-10-12,@EliahuNavia
3324,1315631814933835783,radioelshinta,2020-10-12,@FajarThama
3325,1315629878427840518,radioelshinta,2020-10-12,@Ning_Aguswati
3326,1315624841303584768,radioelshinta,2020-10-12,
3327,1315568223543193600,radioelshinta,2020-10-12,
3329,1315234451169800193,radioelshinta,2020-10-11,
3330,1315226974390894594,radioelshinta,2020-10-11,@revobiru
3331,1314514826584944641,radioelshinta,2020-10-09,
3332,1314514796885078017,radioelshinta,2020-10-09,
3333,1314514767248203776,radioelshinta,2020-10-09,
3334,1313987128469057536,radioelshinta,2020-10-08,
3336,1313787460426493952,radioelshinta,2020-10-07,
3337,1313448201190608896,radioelshinta,2020-10-06,
3339,1312042874842701827,radioelshinta,2020-10-02,
3340,1311452886501531649,radioelshinta,2020-10-01,@reza_pratama26
3341,1311452720629334016,radioelshinta,2020-10-01,@ArsenalGrsLucu
3343,1310662693053890560,radioelshinta,2020-09-29,
3344,1310601608607141895,radioelshinta,2020-09-28,
3345,1309758747535749122,radioelshinta,2020-09-26,
3346,1309155811114049536,radioelshinta,2020-09-24,@armanke13
3347,1309143791719251968,radioelshinta,2020-09-24,@ng_lily74
3348,1307755656913408000,radioelshinta,2020-09-21,@bete_dimas
3350,1307603928356331520,radioelshinta,2020-09-20,@Iskandar9214
3351,1307399065525657600,radioelshinta,2020-09-20,@lukmanalwahid
3352,1306209051609423872,radioelshinta,2020-09-16,
3355,1305843367310315521,radioelshinta,2020-09-15,
3356,1305775071848402944,radioelshinta,2020-09-15,
3357,1305659946629963776,radioelshinta,2020-09-15,@Awanfaeyza
3358,1305517264775516161,radioelshinta,2020-09-14,@mikedianasasi
3360,1304177663997743105,radioelshinta,2020-09-11,
3361,1304173455110074369,radioelshinta,2020-09-11,
3363,1303857809511964673,radioelshinta,2020-09-10,
3365,1303814413963591680,radioelshinta,2020-09-10,
3366,1303772662066483205,radioelshinta,2020-09-10,
3367,1303644580873601025,radioelshinta,2020-09-09,@alambaskoroke4
3371,1303617870547484674,radioelshinta,2020-09-09,@tiaratimoer
3374,1303567383735357440,radioelshinta,2020-09-09,@dianto_rusdian
3378,1302214157735878656,radioelshinta,2020-09-05,@koen2907
3390,1301616546599464960,radioelshinta,2020-09-04,@denisanrgsti
3391,1301587010415554560,radioelshinta,2020-09-04,@marselinarosali
3394,1301549489317011457,radioelshinta,2020-09-03,@teprasoekarno
3400,1300741604840333312,radioelshinta,2020-09-01,@Brigade01Arwan1
3402,1300211698003972096,radioelshinta,2020-08-31,@HumasBKIPM
3406,1300079628371898368,radioelshinta,2020-08-30,@heryprasty
3407,1300079507764686849,radioelshinta,2020-08-30,@lintangrowe
3412,1299436066068340736,radioelshinta,2020-08-29,@DanteSpeak_USA
3415,1299170624749711361,radioelshinta,2020-08-28,@abokenward2
3416,1299101275888312320,radioelshinta,2020-08-28,@ntrahman2013
3418,1299027103141097475,radioelshinta,2020-08-27,@adicunkring
3419,1298975603580792833,radioelshinta,2020-08-27,@SuryaMantul
3432,1298092674445008897,radioelshinta,2020-08-25,@Hafid99519929
3482,1293196724647759872,radioelshinta,2020-08-11,
3483,1293177439347122178,radioelshinta,2020-08-11,
3484,1293063970270539777,radioelshinta,2020-08-11,
3485,1293053823456403463,radioelshinta,2020-08-11,@Rusdi4701
3486,1293002379583877121,radioelshinta,2020-08-11,@TomiAriyanto13
3488,1293001925810520064,radioelshinta,2020-08-11,@emaumizama
3489,1293001808818786304,radioelshinta,2020-08-11,
3490,1292961166319210497,radioelshinta,2020-08-11,@HendraK79195780
3491,1292892041165205504,radioelshinta,2020-08-11,@AimanJudakusum1
3492,1292713770691616768,radioelshinta,2020-08-10,
3493,1292710127452090368,radioelshinta,2020-08-10,
3495,1292020748203077633,radioelshinta,2020-08-08,
3496,1291818475879505920,radioelshinta,2020-08-08,
3497,1291682333536337920,radioelshinta,2020-08-07,
3498,1291678668234743809,radioelshinta,2020-08-07,@AbdulHa62446327
3500,1291595906668572672,radioelshinta,2020-08-07,
3501,1291589957761417217,radioelshinta,2020-08-07,
3502,1291534816739909632,radioelshinta,2020-08-07,@abituhfah
3503,1291488599020408832,radioelshinta,2020-08-07,
3504,1291448960733851649,radioelshinta,2020-08-07,
3506,1291133032099991552,radioelshinta,2020-08-06,
3507,1290976322294972417,radioelshinta,2020-08-05,
3508,1290869676596056064,radioelshinta,2020-08-05,
3509,1290779547101691904,radioelshinta,2020-08-05,
3510,1290673597451649026,radioelshinta,2020-08-04,
3511,1290660982474276864,radioelshinta,2020-08-04,@AndyJuliyanto22
3512,1290616301077987328,radioelshinta,2020-08-04,@shechiel
3513,1290606760558858241,radioelshinta,2020-08-04,@Kenzioalgipani
3515,1290521839525978112,radioelshinta,2020-08-04,
3519,1289898543159762945,radioelshinta,2020-08-02,
3520,1289827072655802368,radioelshinta,2020-08-02,
3522,1289560098260410368,radioelshinta,2020-08-01,
3523,1289559769976467456,radioelshinta,2020-08-01,
3524,1378502235013832707,radioelshinta,2021-04-04,
3525,1377540484906713095,radioelshinta,2021-04-01,
3526,1377535539411226628,radioelshinta,2021-04-01,
3527,1377479187099910149,radioelshinta,2021-04-01,@rethiesri
3529,1376907472477167616,radioelshinta,2021-03-30,
3530,1376906686275850241,radioelshinta,2021-03-30,@faridariadno
3531,1376757679964647426,radioelshinta,2021-03-30,
3534,1376613881326407680,radioelshinta,2021-03-30,@milarianbagja
3535,1376259043438645248,radioelshinta,2021-03-29,
3538,1375987719587827713,radioelshinta,2021-03-28,
3539,1375325818990198788,radioelshinta,2021-03-26,@rizaktirahma13
3540,1375277072394899458,radioelshinta,2021-03-26,
3542,1375161813654904835,radioelshinta,2021-03-26,
3543,1375095030973489155,radioelshinta,2021-03-25,@rizaktirahma13
3544,1375059987353886720,radioelshinta,2021-03-25,
3545,1374993644449529860,radioelshinta,2021-03-25,
3547,1374789359266795525,radioelshinta,2021-03-25,@lukmanalwahid
3549,1374562329547788291,radioelshinta,2021-03-24,
3551,1374028119552630790,radioelshinta,2021-03-22,
3552,1373914489742004230,radioelshinta,2021-03-22,
3555,1373688355011981314,radioelshinta,2021-03-22,
3556,1373574055824084993,radioelshinta,2021-03-21,@hank_jkt
3557,1373572678271963139,radioelshinta,2021-03-21,
3558,1373443372984070147,radioelshinta,2021-03-21,
3560,1373177854188396546,radioelshinta,2021-03-20,
3561,1373176252463419394,radioelshinta,2021-03-20,@BangMomo
3562,1373093903675531264,radioelshinta,2021-03-20,
3563,1373093863028449281,radioelshinta,2021-03-20,
3564,1373087350935359490,radioelshinta,2021-03-20,
3565,1373053067524853761,radioelshinta,2021-03-20,
3566,1373028028318502912,radioelshinta,2021-03-20,
3567,1372881425100275717,radioelshinta,2021-03-19,
3570,1372036601715462147,radioelshinta,2021-03-17,
3571,1371987681161318401,radioelshinta,2021-03-17,
3574,1371828445559156738,radioelshinta,2021-03-16,@Fadlipenyair
3575,1371805597700562946,radioelshinta,2021-03-16,
3576,1371697895737417728,radioelshinta,2021-03-16,
3579,1371650195037978627,radioelshinta,2021-03-16,
3580,1371640559207542784,radioelshinta,2021-03-16,
3581,1371640527263703042,radioelshinta,2021-03-16,
3582,1371640494707544064,radioelshinta,2021-03-16,
3585,1371293000744140802,radioelshinta,2021-03-15,
3587,1371140299267874818,radioelshinta,2021-03-14,
3588,1370911725935988736,radioelshinta,2021-03-14,
3589,1370692683262390274,radioelshinta,2021-03-13,
3590,1370677337444941826,radioelshinta,2021-03-13,
3591,1370479208514789376,radioelshinta,2021-03-13,@YB1VK
3592,1370432951008129031,radioelshinta,2021-03-13,
3593,1370181279161880580,radioelshinta,2021-03-12,
3594,1370169302783987712,radioelshinta,2021-03-12,
3595,1370088383708553218,radioelshinta,2021-03-12,@umarmuhiddin
3596,1369892827686039552,radioelshinta,2021-03-11,
3597,1369746883120422913,radioelshinta,2021-03-11,@samoederaharapa
3610,1368770873398726656,radioelshinta,2021-03-08,@rizaktirahma13
3612,1368753216440078342,radioelshinta,2021-03-08,@turunBuyutKarti
3616,1368445985567903747,radioelshinta,2021-03-07,@ikke_yumari
3617,1368208176676368388,radioelshinta,2021-03-06,@SeppGinz
3618,1368047463353909251,radioelshinta,2021-03-06,
3619,1368014902464421890,radioelshinta,2021-03-06,
3620,1367698927508619266,radioelshinta,2021-03-05,
3621,1367545376731844608,radioelshinta,2021-03-05,
3622,1367469859022376963,radioelshinta,2021-03-04,
3624,1366951761504690178,radioelshinta,2021-03-03,
3626,1366723768459042817,radioelshinta,2021-03-02,@Iyo_mataram
3627,1366673231524995074,radioelshinta,2021-03-02,
3629,1366628209148633088,radioelshinta,2021-03-02,
3630,1366534802992603141,radioelshinta,2021-03-02,@Jakparahmad2
3631,1366529603238383622,radioelshinta,2021-03-02,@anni3_chan
3632,1366515842834309122,radioelshinta,2021-03-02,
3634,1366322726793662465,radioelshinta,2021-03-01,@weky
3636,1366229189012058113,radioelshinta,2021-03-01,
3637,1366228470234161156,radioelshinta,2021-03-01,@HeeroYu76735850
3638,1366215994151108609,radioelshinta,2021-03-01,@nif_din
3639,1366110924885516291,radioelshinta,2021-03-01,
3640,1366089534354558977,radioelshinta,2021-03-01,
3641,1365959550696783874,radioelshinta,2021-02-28,
3642,1365917257327517696,radioelshinta,2021-02-28,@l3na_l3na
3645,1365807738702336001,radioelshinta,2021-02-28,
3646,1365807590073016322,radioelshinta,2021-02-28,
3647,1365598365552025600,radioelshinta,2021-02-27,
3648,1365362974408331273,radioelshinta,2021-02-27,
3649,1365327454563307520,radioelshinta,2021-02-26,
3651,1365281230686588928,radioelshinta,2021-02-26,
3652,1365181464283783172,radioelshinta,2021-02-26,@budiyonow
3653,1364926310464647172,radioelshinta,2021-02-25,
3655,1364812043035926530,radioelshinta,2021-02-25,
3656,1364743093061255169,radioelshinta,2021-02-25,
3657,1364737908419174400,radioelshinta,2021-02-25,
3658,1364408383772626952,radioelshinta,2021-02-24,
3659,1364388410903859200,radioelshinta,2021-02-24,
3660,1364380588728229889,radioelshinta,2021-02-24,
3661,1364367115579318275,radioelshinta,2021-02-24,
3662,1364123440626561027,radioelshinta,2021-02-23,
3663,1364081366808203264,radioelshinta,2021-02-23,
3664,1364057474790092803,radioelshinta,2021-02-23,@ajieska3
3665,1364047139374960645,radioelshinta,2021-02-23,@GrageTanto
3666,1364015158616461317,radioelshinta,2021-02-23,@rizaktirahma13
3667,1363701248931717126,radioelshinta,2021-02-22,
3668,1363660769842188288,radioelshinta,2021-02-22,
3669,1363571694443626498,radioelshinta,2021-02-22,
3670,1363557851965378574,radioelshinta,2021-02-22,
3672,1362811713251254275,radioelshinta,2021-02-20,
3673,1362797211998855168,radioelshinta,2021-02-19,
3674,1362606552679546883,radioelshinta,2021-02-19,
3676,1362194753761157125,radioelshinta,2021-02-18,
3677,1362191368475447296,radioelshinta,2021-02-18,
3678,1362179588260995073,radioelshinta,2021-02-18,@Naufas4
3679,1362168195340259328,radioelshinta,2021-02-18,
3680,1362164671961300992,radioelshinta,2021-02-18,
3681,1362128433099210757,radioelshinta,2021-02-18,@MuttaqinAhmad
3682,1362030860472446979,radioelshinta,2021-02-17,
3684,1361932030359990276,radioelshinta,2021-02-17,
3685,1361891790048034817,radioelshinta,2021-02-17,
3686,1361883643400974339,radioelshinta,2021-02-17,
3687,1361750945911042048,radioelshinta,2021-02-17,
3688,1361749184144146433,radioelshinta,2021-02-17,
3689,1361746667561570304,radioelshinta,2021-02-17,
3690,1361724521711996931,radioelshinta,2021-02-17,@BADRUZ92443269
3691,1361698175728316416,radioelshinta,2021-02-16,
3693,1361434611260170241,radioelshinta,2021-02-16,@m_natsirdmokrat
3696,1360973122942300161,radioelshinta,2021-02-14,
3697,1360805307304144896,radioelshinta,2021-02-14,
3698,1360794580048744450,radioelshinta,2021-02-14,
3700,1360773394958983169,radioelshinta,2021-02-14,
3702,1360743762784178179,radioelshinta,2021-02-14,@robbysa
3703,1360662523905626114,radioelshinta,2021-02-14,@SugavSumina
3704,1360637845082284036,radioelshinta,2021-02-14,
3705,1360621707443118080,radioelshinta,2021-02-13,
3706,1360413609805766656,radioelshinta,2021-02-13,
3707,1360413549193928704,radioelshinta,2021-02-13,
3712,1359959139754119169,radioelshinta,2021-02-12,@prnn_14
3713,1359793074642120704,radioelshinta,2021-02-11,@alman7480
3714,1359722949725491203,radioelshinta,2021-02-11,@Irsetiawan12
3716,1359526790289448963,radioelshinta,2021-02-10,@talesadnus
3723,1357744277070123008,radioelshinta,2021-02-06,@exy_aja
3724,1357131518188027905,radioelshinta,2021-02-04,@korps08
3725,1357003008278556673,radioelshinta,2021-02-03,@f_indryani
3726,1356740818103529472,radioelshinta,2021-02-03,@dubie_tina
3727,1356453994617397253,radioelshinta,2021-02-02,@DenyHalemun
3729,1356206084130672643,radioelshinta,2021-02-01,@Blauw77
3733,1356092675653439499,radioelshinta,2021-02-01,@22_ronytamala
3737,1355846832518090755,radioelshinta,2021-01-31,@DonaKenn
3739,1355703305247154176,radioelshinta,2021-01-31,@Dwi_Hardhie
3750,1354759287201959936,radioelshinta,2021-01-28,@industrial_kv
3755,1354454441383010305,radioelshinta,2021-01-27,@Bejo03673509
3758,1354281358625959936,radioelshinta,2021-01-27,@alambaskoroke4
3765,1353530683428200448,radioelshinta,2021-01-25,@bpbd_grobogan
3768,1353313503071793155,radioelshinta,2021-01-24,@wcxsgj
3772,1353213372347518976,radioelshinta,2021-01-24,@Junaedi43581808
3774,1353015967991828480,radioelshinta,2021-01-23,@Syaiful40039805
3776,1352902065127710720,radioelshinta,2021-01-23,@AliyudinRahman
3780,1352592227671785472,radioelshinta,2021-01-22,@suryaamriza
3823,1349573481235578886,radioelshinta,2021-01-14,
3824,1349572366779617280,radioelshinta,2021-01-14,@setiawan067
3826,1349540454023380992,radioelshinta,2021-01-14,
3827,1349498702138798082,radioelshinta,2021-01-14,
3828,1349351551924539393,radioelshinta,2021-01-13,
3829,1349316706288586758,radioelshinta,2021-01-13,@145c131
3830,1349303206011043844,radioelshinta,2021-01-13,
3831,1349289875095261184,radioelshinta,2021-01-13,@lukmanalwahid
3832,1349282670170181632,radioelshinta,2021-01-13,@145c131
3833,1349274441880985600,radioelshinta,2021-01-13,
3834,1349270664176308225,radioelshinta,2021-01-13,@Bram_bgr
3835,1349267696580403202,radioelshinta,2021-01-13,@todel_liot
3836,1349260878625923072,radioelshinta,2021-01-13,
3837,1349238408116277248,radioelshinta,2021-01-13,
3838,1349217656625221632,radioelshinta,2021-01-13,
3839,1349212410800791552,radioelshinta,2021-01-13,
3840,1349200076455825409,radioelshinta,2021-01-13,@EdRuz
3841,1349195942189166592,radioelshinta,2021-01-13,
3842,1349195819354710023,radioelshinta,2021-01-13,
3843,1349180901448577026,radioelshinta,2021-01-13,@KisoBagas
3844,1349168561160245250,radioelshinta,2021-01-13,@JawaraRobi
3845,1349165867624370177,radioelshinta,2021-01-13,
3846,1349165832820060160,radioelshinta,2021-01-13,
3847,1349147688839700481,radioelshinta,2021-01-13,
3850,1348958150821605377,radioelshinta,2021-01-12,
3851,1348929683119697922,radioelshinta,2021-01-12,
3852,1348917349907189765,radioelshinta,2021-01-12,
3853,1348903021619515399,radioelshinta,2021-01-12,
3854,1348883825028288513,radioelshinta,2021-01-12,@Darmawan_bs
3855,1348882707015557120,radioelshinta,2021-01-12,
3857,1348881725313544195,radioelshinta,2021-01-12,
3858,1348881690836418562,radioelshinta,2021-01-12,
3859,1348881176941842434,radioelshinta,2021-01-12,
3860,1348864034456522752,radioelshinta,2021-01-12,
3862,1348821025442590720,radioelshinta,2021-01-12,
3863,1348820981670846466,radioelshinta,2021-01-12,
3864,1348653694108069889,radioelshinta,2021-01-11,
3866,1348596432039596040,radioelshinta,2021-01-11,
3867,1348593258457231360,radioelshinta,2021-01-11,
3868,1348575739621216256,radioelshinta,2021-01-11,
3869,1348562148792750085,radioelshinta,2021-01-11,
3871,1348545760065847298,radioelshinta,2021-01-11,
3872,1348381299132616704,radioelshinta,2021-01-11,@samoederaharapa
3873,1348261272064724993,radioelshinta,2021-01-10,
3874,1347869160756285444,radioelshinta,2021-01-09,
3875,1347787204312014849,radioelshinta,2021-01-09,@apandi94
3876,1347773814415925251,radioelshinta,2021-01-09,
3877,1347771524829249536,radioelshinta,2021-01-09,
3878,1347735887514267648,radioelshinta,2021-01-09,
3879,1347556308581449730,radioelshinta,2021-01-08,@apandi94
3880,1347539301630943233,radioelshinta,2021-01-08,@kec_kasihan
3881,1347519744706895872,radioelshinta,2021-01-08,
3882,1347505622367969280,radioelshinta,2021-01-08,
3884,1347497156387565568,radioelshinta,2021-01-08,@Rinienta
3885,1347464746769870849,radioelshinta,2021-01-08,
3886,1347453058922397697,radioelshinta,2021-01-08,
3889,1347192613904863233,radioelshinta,2021-01-07,
3890,1347169567034859524,radioelshinta,2021-01-07,@adhitya_h
3892,1346776563358994433,radioelshinta,2021-01-06,@caklubis
3893,1346747171157118978,radioelshinta,2021-01-06,
3894,1346737431643521024,radioelshinta,2021-01-06,
3895,1346724451056979969,radioelshinta,2021-01-06,
3896,1346721057063927811,radioelshinta,2021-01-06,
3897,1346702276128169984,radioelshinta,2021-01-06,
3899,1346665556263329794,radioelshinta,2021-01-06,
3900,1346631425185890304,radioelshinta,2021-01-06,
3901,1346624475270266880,radioelshinta,2021-01-06,
3902,1346621506172846080,radioelshinta,2021-01-06,@AntomyBaba
3903,1346586123653431298,radioelshinta,2021-01-06,
3904,1346536008418951168,radioelshinta,2021-01-06,@Toejoehkeliling
3905,1346514332499152897,radioelshinta,2021-01-06,@asanenny87
3906,1346374992133410817,radioelshinta,2021-01-05,@edysutiyono3
3907,1346326537096708096,radioelshinta,2021-01-05,
3908,1346312654650974208,radioelshinta,2021-01-05,
3910,1346250130471620610,radioelshinta,2021-01-05,
3911,1346071234530791424,radioelshinta,2021-01-04,
3913,1346022567396556800,radioelshinta,2021-01-04,
3914,1345957076556603393,radioelshinta,2021-01-04,@Martion10971768
3917,1345918259095248897,radioelshinta,2021-01-04,
3918,1345904416264581120,radioelshinta,2021-01-04,
3919,1345878792179339266,radioelshinta,2021-01-04,
3920,1345790816489332736,radioelshinta,2021-01-04,
3921,1345669237327630336,radioelshinta,2021-01-03,
3922,1345271445459324930,radioelshinta,2021-01-02,
3923,1345264805007872001,radioelshinta,2021-01-02,
3924,1345242361182388224,radioelshinta,2021-01-02,
3926,1344922775836786692,radioelshinta,2021-01-01,@sylvkartika
3927,1344914426747441158,radioelshinta,2021-01-01,@Soemir28
3928,1344817286335533056,radioelshinta,2021-01-01,@amirsyahoke
3931,1344567608318672898,radioelshinta,2020-12-31,
3933,1344530243998994433,radioelshinta,2020-12-31,
3934,1344520677907263488,radioelshinta,2020-12-31,
3936,1344518848981078016,radioelshinta,2020-12-31,
3937,1344510750711169024,radioelshinta,2020-12-31,@l3na_l3na
3938,1344257831663353856,radioelshinta,2020-12-30,
3939,1344206073947848705,radioelshinta,2020-12-30,
3940,1344159065111285762,radioelshinta,2020-12-30,
3941,1343923573061107717,radioelshinta,2020-12-29,@carimuka8
3942,1343912624388333573,radioelshinta,2020-12-29,@Iyo_mataram
3943,1343701706605953025,radioelshinta,2020-12-29,
3944,1343570114004729859,radioelshinta,2020-12-28,
3945,1343470321429479424,radioelshinta,2020-12-28,
3946,1343448090070589440,radioelshinta,2020-12-28,@RyanMochfardia5
3947,1343386928318537729,radioelshinta,2020-12-28,
3949,1343119246004404225,radioelshinta,2020-12-27,
3950,1343088653933760512,radioelshinta,2020-12-27,
3951,1342787575728152577,radioelshinta,2020-12-26,@FarhanF83325726
3952,1342654464025497600,radioelshinta,2020-12-26,
3953,1342040850310725635,radioelshinta,2020-12-24,
3955,1342039739977777153,radioelshinta,2020-12-24,
3956,1341283846533181440,radioelshinta,2020-12-22,
3957,1340465770535370753,radioelshinta,2020-12-20,
3958,1340442016644091905,radioelshinta,2020-12-20,
3959,1340384507795394560,radioelshinta,2020-12-20,
3960,1340136623292313600,radioelshinta,2020-12-19,
3961,1339907714885931009,radioelshinta,2020-12-18,
3962,1339850956108787712,radioelshinta,2020-12-18,
3963,1339560635751751682,radioelshinta,2020-12-17,
3964,1339460633796866048,radioelshinta,2020-12-17,
3965,1339412698119827459,radioelshinta,2020-12-17,
3966,1339379996511518721,radioelshinta,2020-12-17,@samuel_atika
3967,1339365105159454721,radioelshinta,2020-12-17,
3968,1339345032063537152,radioelshinta,2020-12-17,@DewiHar99998048
3969,1339317179641053185,radioelshinta,2020-12-17,
3970,1339271813990211584,radioelshinta,2020-12-17,
3971,1339256772498870272,radioelshinta,2020-12-17,
3972,1339240529758842880,radioelshinta,2020-12-16,@litaerliana1
3973,1339234950600564738,radioelshinta,2020-12-16,
3974,1339212421349527554,radioelshinta,2020-12-16,@kutudulang1975
3975,1339119883167002635,radioelshinta,2020-12-16,@TriWidi10396241
3976,1338999961741000704,radioelshinta,2020-12-16,@Surosobe
3977,1338953216721973248,radioelshinta,2020-12-16,
3978,1338912687418265600,radioelshinta,2020-12-16,@1926Pionerr
3979,1338500986940190722,radioelshinta,2020-12-14,
3980,1338466290239827969,radioelshinta,2020-12-14,
3982,1338416122031349760,radioelshinta,2020-12-14,
3983,1338385846588776449,radioelshinta,2020-12-14,
3984,1338374107646201856,radioelshinta,2020-12-14,
3985,1338281736870846465,radioelshinta,2020-12-14,
3987,1338100396821123077,radioelshinta,2020-12-13,
3988,1337698258953457664,radioelshinta,2020-12-12,
3989,1337631093407694851,radioelshinta,2020-12-12,@alambanten
3991,1337503224215965696,radioelshinta,2020-12-12,
3992,1337464084124471296,radioelshinta,2020-12-12,
3994,1337417911200141315,radioelshinta,2020-12-11,
3995,1337194516076322816,radioelshinta,2020-12-11,
3996,1337181364651577344,radioelshinta,2020-12-11,
3997,1337181210825510912,radioelshinta,2020-12-11,
3998,1337179643351166976,radioelshinta,2020-12-11,
3999,1337179320347840513,radioelshinta,2020-12-11,
4000,1337173641465741312,radioelshinta,2020-12-11,
4001,1337168774416326657,radioelshinta,2020-12-11,@Herman97821449
4002,1337042888522424328,radioelshinta,2020-12-10,@VitaAzizah
4003,1337031270660939776,radioelshinta,2020-12-10,@billysmbring366
4004,1336843094419931137,radioelshinta,2020-12-10,
4006,1336809097858048000,radioelshinta,2020-12-10,
4007,1336742467698225153,radioelshinta,2020-12-10,@wmpy49207543
4008,1336648956336504834,radioelshinta,2020-12-09,
4009,1336643896395231232,radioelshinta,2020-12-09,
4010,1336641747280162818,radioelshinta,2020-12-09,
4011,1336626652990889987,radioelshinta,2020-12-09,
4012,1336592750939000832,radioelshinta,2020-12-09,@billysmbring366
4013,1336577380039606272,radioelshinta,2020-12-09,@alambanten
4014,1336320500214067205,radioelshinta,2020-12-08,
4015,1336186628943974400,radioelshinta,2020-12-08,
4016,1336047294878085120,radioelshinta,2020-12-08,
4017,1335966995762704385,radioelshinta,2020-12-07,
4018,1335927278736306178,radioelshinta,2020-12-07,@anisanirwana4
4019,1335911529582002176,radioelshinta,2020-12-07,
4020,1335840260635312128,radioelshinta,2020-12-07,@Ismu2872
4021,1335831029588795393,radioelshinta,2020-12-07,
4023,1335807040371888128,radioelshinta,2020-12-07,
4024,1335802422128640002,radioelshinta,2020-12-07,@affendi90072188
4025,1335795882399166464,radioelshinta,2020-12-07,@affendi90072188
4026,1335766366582784002,radioelshinta,2020-12-07,@danicikacika
4027,1335725097181532160,radioelshinta,2020-12-07,
4028,1335606287090913280,radioelshinta,2020-12-06,@pancasadsapta
4029,1335595170348208128,radioelshinta,2020-12-06,@didiekimawan
4030,1335591727533416448,radioelshinta,2020-12-06,
4031,1335468686639996928,radioelshinta,2020-12-06,@yorunokari
4032,1335403226049343488,radioelshinta,2020-12-06,@KPerkosa
4033,1335191843793866753,radioelshinta,2020-12-05,@akhnauf
4034,1335070083249360906,radioelshinta,2020-12-05,@Iyo_mataram
4035,1334963184298577924,radioelshinta,2020-12-05,
4036,1334572267624230913,radioelshinta,2020-12-04,@Imotlyridemods
4037,1334561891956375552,radioelshinta,2020-12-04,
4038,1334453070105780227,radioelshinta,2020-12-03,
4039,1334124949850652673,radioelshinta,2020-12-02,
4040,1334124732698955779,radioelshinta,2020-12-02,
4041,1334050203553259520,radioelshinta,2020-12-02,@Trisnavia28
4042,1333960224479141888,radioelshinta,2020-12-02,
4044,1333927540302381057,radioelshinta,2020-12-02,
4045,1333909722815098885,radioelshinta,2020-12-02,
4058,1332480229659475968,radioelshinta,2020-11-28,@dr_koko28
4061,1330887956349870082,radioelshinta,2020-11-23,@eimran_rozli
4062,1330865371830620160,radioelshinta,2020-11-23,@ambargedon
4066,1330053793086627842,radioelshinta,2020-11-21,@PraptoPinardi2
4073,1329219223348867072,radioelshinta,2020-11-19,@Tony35406894
4080,1328920495740239873,radioelshinta,2020-11-18,@Pipit35276355
4159,1319027852780556288,radioelshinta,2020-10-22,
4160,1318884991963664386,radioelshinta,2020-10-21,
4162,1318860781610414086,radioelshinta,2020-10-21,
4163,1318851514237030400,radioelshinta,2020-10-21,
4165,1318623318002462720,radioelshinta,2020-10-21,
4166,1318573362172489730,radioelshinta,2020-10-20,
